drugName,condition,rating,negative,positive,word_frequency
TheraTears,Eye Redness,10.0,0.0,1.0,"[('prescribed', 1), ('medication', 1), ('new', 1), ('cardiologist', 1), ('hospitalized', 1)]"
Thioridazine,Schizophrenia,8.0,1.0,0.0,"[('good', 1), ('usage', 1), ('medication', 1), ('helped', 1), ('reduce', 1)]"
Thiothixene,Psychosis,9.0,2.0,0.0,"[('pain', 2), ('prescribed', 1), ('med', 1), ('depression', 1), ('also', 1)]"
Thorazine,Hiccups,10.0,4.0,0.0,"[('sleep', 5), ('effect', 4), ('pain', 4), ('one', 3), ('day', 3)]"
Thyroid desiccated,Underactive Thyroid,10.0,36.0,13.0,"[('side', 5), ('effect', 5), ('bad', 5), ('mg', 3), ('really', 3)]"
Tiagabine,Seizures,9.0,0.0,1.0,"[('week', 17), ('like', 10), ('area', 10), ('time', 10), ('chest', 6)]"
Ticagrelor,Acute Coronary Syndrome,5.5,2.0,2.0,"[('anal', 2), ('butt', 2), ('gay', 1), ('male', 1), ('developed', 1)]"
Tigan,Nausea/Vomiting,1.0,1.0,0.0,"[('wart', 59), ('week', 43), ('cream', 34), ('day', 30), ('used', 21)]"
Tikosyn,Arrhythmia,7.5,9.0,3.0,"[('day', 13), ('week', 12), ('side', 11), ('two', 9), ('no', 9)]"
Tilmanocept,Diagnosis and Investigation,10.0,1.0,0.0,"[('headache', 3), ('bad', 2), ('cluster', 2), ('imitrex', 2), ('hour', 2)]"
Timolol,"Glaucoma, Open Angle",7.0,1.0,1.0,"[('migraine', 62), ('take', 31), ('imitrex', 30), ('headache', 19), ('hour', 18)]"
Tindamax,Bacterial Vaginitis,6.5,2.0,2.0,"[('imitrex', 2), ('nasal', 2), ('spray', 2), ('migraine', 2), ('would', 2)]"
Tinidazole,Bacterial Vaginitis,8.5,10.0,2.0,"[('imitrex', 4), ('injection', 3), ('migraine', 3), ('pain', 3), ('shot', 3)]"
Tinzaparin,Deep Vein Thrombosis,10.0,0.0,1.0,"[('medication', 1), ('feel', 1), ('much', 1), ('better', 1), ('become', 1)]"
Tioconazole,Vaginal Yeast Infection,3.0,211.0,63.0,"[('side', 1), ('effect', 1), ('headache', 1), ('fatigue', 1), ('joint', 1)]"
Tiotropium,"COPD, Maintenance",9.0,9.0,7.0,"[('not', 4), ('month', 3), ('needle', 2), ('hour', 2), ('level', 2)]"
Tirosint,Hashimoto's disease,9.0,5.0,6.0,"[('diarrhea', 2), ('lot', 2), ('two', 2), ('get', 1), ('time', 1)]"
Tivicay,HIV Infection,9.5,3.0,3.0,"[('day', 3), ('feeling', 3), ('diarrhoea', 2), ('sleep', 2), ('constant', 2)]"
Tizanidine,Muscle Spasm,7.0,38.0,9.0,"[('product', 1), ('worked', 1), ('please', 1), ('improve', 1), ('taste', 1)]"
TobraDex,"Conjunctivitis, Bacterial",7.5,0.0,2.0,"[('diarrhea', 3), ('started', 2), ('used', 1), ('get', 1), ('panic', 1)]"
Tobramycin,"Conjunctivitis, Bacterial",10.0,1.0,1.0,"[('work', 2), ('one', 1), ('time', 1), ('medication', 1), ('occurred', 1)]"
Tocilizumab,Juvenile Idiopathic Arthritis,9.5,3.0,1.0,"[('ibs', 2), ('used', 1), ('counter', 1), ('medication', 1), ('many', 1)]"
Tofacitinib,Rheumatoid Arthritis,9.0,9.0,3.0,"[('period', 456), ('month', 396), ('no', 300), ('year', 284), ('implanon', 268)]"
Tofranil,Depression,4.0,4.0,1.0,"[('year', 2), ('chronic', 1), ('autoimmune', 1), ('hepatitis', 1), ('taking', 1)]"
Tolak,Actinic Keratosis,3.0,1.0,0.0,"[('not', 2), ('crohn', 2), ('work', 1), ('chronic', 1), ('disease,work', 1)]"
Tolectin DS,Rheumatoid Arthritis,9.0,1.0,0.0,"[('imuran', 3), ('month', 3), ('doctor', 2), ('feel', 2), ('side', 2)]"
Tolnaftate,Tinea Versicol,8.0,1.0,0.0,"[('imuran', 4), ('cortizone', 3), ('tablet', 3), ('year', 3), ('taking', 2)]"
Tolterodine,Overactive Bladde,5.0,10.0,3.0,"[('helpful', 2), ('symptom', 2), ('imuran', 1), ('month', 1), ('find', 1)]"
Topamax,Migraine Prevention,8.0,78.0,29.0,"[('imuran', 4), ('side', 3), ('effect', 3), ('week', 2), ('also', 2)]"
Topicort,Psoriasis,10.0,0.0,1.0,"[('azathioprine', 2), ('added', 2), ('anti', 2), ('helped', 2), ('time', 2)]"
Topiramate,Migraine Prevention,8.0,140.0,41.0,"[('since', 2), ('er', 2), ('reglan', 2), ('inapsine', 2), ('nurse', 1)]"
Toprol-XL,High Blood Pressure,8.0,2.0,3.0,"[('treatment', 5), ('itching', 5), ('incivek', 3), ('undetectable', 3), ('blood', 3)]"
Toradol,Pain,9.0,24.0,7.0,"[('incruse', 3), ('using', 2), ('ellipta', 2), ('spiriva', 2), ('taste', 2)]"
Toradol IV / IM,Pain,9.0,1.0,0.0,"[('dose', 4), ('day', 4), ('problem', 4), ('mg', 3), ('medication', 3)]"
Torsemide,Edema,1.0,1.0,0.0,"[('migraine', 21), ('month', 7), ('year', 6), ('mg', 5), ('taking', 4)]"
Toujeo,"Diabetes, Type 2",4.5,2.0,0.0,"[('taken', 2), ('year', 1), ('battling', 1), ('anxiety', 1), ('quite', 1)]"
Toujeo Solostar,"Diabetes, Type 2",5.0,1.0,0.0,"[('inderal', 1), ('brought', 1), ('heart', 1), ('rate', 1), ('within', 1)]"
Toviaz,Overactive Bladde,6.0,7.0,3.0,"[('also', 3), ('diagnosed', 2), ('tachycardia', 2), ('anxiety', 2), ('attack', 2)]"
Tradjenta,"Diabetes, Type 2",1.0,4.0,1.0,"[('month', 4), ('side', 4), ('cough', 4), ('inderal', 3), ('headache', 3)]"
Tramadol,Pain,8.0,247.0,65.0,"[('working', 2), ('found', 2), ('medicine', 1), ('least', 1), ('yr', 1)]"
Tranexamic acid,Menstrual Disorders,9.0,16.0,7.0,"[('medicine', 2), ('work', 2), ('best', 1), ('working', 1), ('gout', 1)]"
Transderm-Scop,Motion Sickness,9.0,15.0,5.0,"[('mg', 1), ('per', 1), ('day', 1), ('left', 1), ('knee', 1)]"
Tranxene,Anxiety,10.0,4.0,0.0,"[('stomach', 1), ('tolerate', 1), ('great', 1), ('arthritis', 1), ('taken', 1)]"
Tranxene SD,Anxiety,10.0,1.0,0.0,"[('indocin', 1), ('fairly', 1), ('good', 1), ('uncertain', 1), ('drug', 1)]"
Tranylcypromine,Depression,9.5,13.0,3.0,"[('although', 1), ('progress', 1), ('disease', 1), ('continued', 1), ('indocin', 1)]"
Travatan,"Glaucoma, Open Angle",10.0,2.0,0.0,"[('diagnosed', 1), ('crohn', 1), ('terrible', 1), ('ache', 1), ('lower', 1)]"
Travatan Z,Intraocular Hypertension,10.0,0.0,1.0,"[('day', 2), ('lot', 1), ('inflammation', 1), ('relief', 1), ('indocin', 1)]"
Travoprost,Intraocular Hypertension,10.0,1.0,1.0,"[('pain', 4), ('inflammation', 3), ('ankylosing', 2), ('spondylitis', 2), ('hour', 2)]"
Trazodone,Insomnia,8.0,165.0,45.0,"[('pain', 2), ('chronic', 1), ('back', 1), ('surgery', 1), ('added', 1)]"
Trelstar,Prostate Cance,1.0,0.0,1.0,"[('side', 2), ('effect', 2), ('got', 1), ('notable', 1), ('relief', 1)]"
Trental,Intermittent Claudication,8.0,1.0,0.0,"[('pain', 4), ('taking', 3), ('worked', 2), ('attempt', 2), ('indo', 2)]"
Treprostinil,Pulmonary Hypertension,8.0,2.0,3.0,"[('pain', 23), ('day', 17), ('attack', 13), ('gout', 12), ('first', 10)]"
Tresiba,"Diabetes, Type 1",6.5,8.0,6.0,"[('pain', 6), ('migraine', 6), ('relief', 4), ('every', 3), ('took', 3)]"
Tretin-X,Acne,1.0,1.0,0.0,"[('pain', 3), ('taking', 2), ('better', 2), ('day', 2), ('indocin', 1)]"
Tretinoin,Acne,9.0,49.0,34.0,"[('indocin', 1), ('fairly', 1), ('good', 1), ('uncertain', 1), ('drug', 1)]"
Treximet,Migraine,9.0,23.0,2.0,"[('day', 2), ('lot', 1), ('inflammation', 1), ('relief', 1), ('indocin', 1)]"
Trezix,Pain,10.0,0.0,1.0,"[('week', 3), ('sometimes', 3), ('take', 2), ('since', 2), ('relief', 2)]"
Tri-Estarylla,Birth Control,3.0,2.0,0.0,"[('remicade', 1), ('nearly', 1), ('year', 1), ('working', 1), ('great', 1)]"
Tri-Linyah,Birth Control,4.5,4.0,2.0,"[('surgery', 5), ('remicade', 5), ('fistula', 5), ('not', 4), ('crohn', 3)]"
Tri-Lo-Estarylla,Birth Control,1.0,2.0,1.0,"[('infusion', 3), ('good', 3), ('remicade', 2), ('last', 2), ('week', 2)]"
Tri-Lo-Marzia,Birth Control,2.0,1.0,1.0,"[('enbrel', 7), ('infusion', 7), ('ra', 6), ('year', 6), ('remicade', 6)]"
Tri-Lo-Sprintec,Birth Control,3.0,15.0,5.0,"[('saved', 3), ('life', 3), ('pain', 3), ('went', 1), ('level', 1)]"
Tri-Luma,Melasma,10.0,9.0,7.0,"[('remicade', 12), ('year', 11), ('effect', 8), ('colitis', 7), ('ulcerative', 6)]"
Tri-Previfem,Birth Control,5.0,26.0,6.0,"[('treatment', 2), ('flare', 2), ('every', 2), ('week', 2), ('year', 1)]"
Tri-Sprintec,Birth Control,7.0,79.0,20.0,"[('flu', 6), ('day', 4), ('sick', 3), ('shot', 3), ('feel', 2)]"
TriCor,Hypertriglyceridemia,9.0,2.0,2.0,"[('monday', 2), ('fever', 2), ('no', 2), ('still', 2), ('two', 1)]"
TriLyte,Bowel Preparation,4.0,1.0,0.0,"[('pad', 6), ('using', 2), ('inova', 2), ('salicylic', 2), ('one', 2)]"
TriNessa,Birth Control,6.0,68.0,20.0,"[('medicine', 1), ('work', 1), ('fine', 1), ('absolute', 1), ('worst', 1)]"
TriNessa Lo,Birth Control,5.5,2.0,0.0,"[('medication', 3), ('novolog', 2), ('side', 2), ('go', 2), ('new', 2)]"
Triamcinolone,Allergic Rhinitis,8.5,20.0,10.0,"[('get', 1), ('rescued', 1), ('hypogycemia', 1), ('using', 1), ('ryzodeg', 1)]"
Triamterene,Edema,8.0,1.0,0.0,"[('tresiba', 8), ('levemir', 6), ('week', 5), ('high', 5), ('back', 5)]"
Triazolam,Insomnia,10.0,5.0,5.0,"[('unit', 5), ('lantus', 4), ('daily', 4), ('tresiba', 3), ('not', 2)]"
Tribenzor,High Blood Pressure,9.0,0.0,1.0,"[('year', 6), ('levemir', 5), ('unit', 5), ('increase', 4), ('using', 3)]"
Trifluoperazine,Schizophrenia,8.5,3.0,1.0,"[('pen', 4), ('unit', 3), ('glargine', 2), ('great', 2), ('syringe', 2)]"
Trihexyphenidyl,Extrapyramidal Reaction,10.0,1.0,4.0,"[('toujeo', 9), ('not', 7), ('sugar', 7), ('two', 6), ('lantus', 5)]"
Trilafon,Bipolar Disorde,7.0,0.0,2.0,"[('apidra', 1), ('help', 1), ('keep', 1), ('glucose', 1), ('check,medication', 1)]"
Trileptal,Bipolar Disorde,9.0,10.0,1.0,"[('afrezza', 6), ('day', 6), ('use', 4), ('no', 4), ('type', 4)]"
Trilipix,Hypertriglyceridemia,8.0,4.0,1.0,"[('day', 6), ('meal', 4), ('shot', 4), ('insulin', 3), ('afrezza', 3)]"
Trilisate,Pain,7.0,1.0,0.0,"[('novolinn', 1), ('work', 1), ('cheaper', 1), ('lantus', 1), ('no', 1)]"
Trimethobenzamide,Nausea/Vomiting,10.0,2.0,1.0,"[('little', 1), ('effect', 1), ('even', 1), ('unit', 1), ('day', 1)]"
Trimethoprim,Urinary Tract Infection,3.5,5.0,1.0,"[('work', 2), ('pen', 2), ('not', 2), ('insurance', 1), ('company', 1)]"
Trimipramine,Depression,9.0,1.0,0.0,"[('insulin', 7), ('good', 2), ('using', 2), ('humulin', 2), ('not', 2)]"
Trintellix,Depression,7.0,76.0,14.0,"[('helped', 1), ('control', 1), ('glucose', 1), ('better', 1), ('medication', 1)]"
Triptorelin,Prostate Cance,3.0,1.0,1.0,"[('intal', 3), ('prescribed', 3), ('asthma', 2), ('recently', 2), ('cold', 2)]"
Triumeq,HIV Infection,10.0,10.0,5.0,"[('month', 2), ('side', 2), ('effect', 2), ('not', 2), ('tablet', 2)]"
Trivora,Birth Control,9.0,3.0,0.0,"[('med', 2), ('chronic', 2), ('health', 2), ('treated', 1), ('interferon', 1)]"
Trolamine salicylate,Tendonitis,10.0,1.0,2.0,"[('year', 11), ('avonex', 10), ('injection', 10), ('not', 8), ('like', 7)]"
Tropicamide,Pupillary Dilation,1.0,0.0,1.0,"[('interferon', 3), ('not', 3), ('experience', 2), ('knowing', 2), ('m', 2)]"
Trospium,Urinary Incontinence,9.0,4.0,4.0,"[('med', 2), ('chronic', 2), ('health', 2), ('treated', 1), ('interferon', 1)]"
Trulance,Chronic Idiopathic Constipation,8.0,10.0,4.0,"[('mg', 25), ('intuniv', 21), ('started', 21), ('not', 17), ('still', 14)]"
Trulicity,"Diabetes, Type 2",8.0,54.0,14.0,"[('invega', 5), ('medicine', 3), ('problem', 3), ('since', 3), ('mood', 2)]"
Trusopt,"Glaucoma, Open Angle",10.0,0.0,1.0,"[('medication', 1), ('one', 1), ('day', 1), ('use', 1), ('helped', 1)]"
Truvada,HIV Infection,10.0,0.0,3.0,"[('taking', 5), ('invega', 5), ('year', 4), ('month', 4), ('not', 4)]"
Tryptophan,Depression,9.0,1.0,0.0,"[('invega', 5), ('week', 5), ('life', 5), ('side', 5), ('within', 5)]"
Tudorza Pressair,COPD,10.0,1.0,2.0,"[('medicine', 5), ('time', 2), ('good', 2), ('find', 2), ('better', 2)]"
Tums Regular Strength,Indigestion,9.0,2.0,1.0,"[('symptom', 6), ('injection', 4), ('day', 4), ('thought', 3), ('invega', 3)]"
TussiCaps,Cough,10.0,1.0,1.0,"[('invega', 5), ('sustenna', 3), ('year', 3), ('back', 3), ('better', 2)]"
Tussionex Pennkinetic,Cough,10.0,20.0,4.0,"[('invokana', 39), ('month', 30), ('not', 27), ('mg', 26), ('yeast', 24)]"
Tykerb,"Breast Cancer, Metastatic",10.0,0.0,1.0,"[('cough', 3), ('year', 3), ('intense', 2), ('infection', 2), ('incredibly', 1)]"
Tylenol,Pain,10.0,1.0,3.0,"[('dose', 2), ('effective', 1), ('rhinorrhea', 1), ('clean', 1), ('thoroughly', 1)]"
Tylenol 8 Hour,Pain,10.0,1.0,0.0,"[('side', 14), ('effect', 11), ('mg', 9), ('avapro', 8), ('pressure', 8)]"
Tylenol Allergy Multi-Symptom Nighttime,Cold Symptoms,10.0,0.0,1.0,"[('iressa', 7), ('taking', 5), ('side', 4), ('effect', 4), ('still', 4)]"
Tylenol Cold,Cold Symptoms,2.0,1.0,0.0,"[('no', 2), ('side', 1), ('effect', 1), ('interaction', 1), ('twice', 1)]"
Tylenol PM,Insomnia,6.0,3.0,1.0,"[('no', 2), ('iron', 1), ('sucrose', 1), ('injectable', 1), ('form', 1)]"
Tylenol with Codeine #3,Pain,3.0,28.0,1.0,"[('side', 3), ('effect', 3), ('far', 2), ('good', 2), ('one', 2)]"
Tylenol with Codeine #4,Pain,9.0,2.0,1.0,"[('month', 5), ('take', 4), ('every', 4), ('tb', 3), ('mg', 3)]"
Tylox,Pain,9.0,4.0,1.0,"[('provided', 1), ('effective', 1), ('rapid', 1), ('relief', 1), ('asthma', 1)]"
Tysabri,Multiple Sclerosis,9.0,14.0,7.0,"[('medication', 3), ('tablet', 2), ('isosorbide', 2), ('mononitrate', 2), ('took', 2)]"
Tyvaso,Pulmonary Hypertension,9.0,0.0,1.0,"[('headache', 5), ('body', 4), ('pain', 4), ('bad', 3), ('cry', 3)]"
Ubiquinone,Dietary Supplementation,10.0,0.0,1.0,"[('acne', 228), ('month', 203), ('skin', 173), ('accutane', 145), ('side', 115)]"
Uceris,Ulcerative Colitis,4.5,2.0,0.0,"[('year', 4), ('rosacea', 4), ('month', 2), ('accutane', 2), ('took', 2)]"
Ulipristal,Emergency Contraception,9.0,19.0,1.0,"[('year', 4), ('day', 4), ('sporanox', 3), ('infection', 2), ('mg', 2)]"
Uloric,Gout,6.0,5.0,0.0,"[('tired', 1)]"
Ultracet,Pain,7.0,3.0,1.0,"[('one', 5), ('nail', 4), ('toe', 2), ('month', 2), ('healthy', 2)]"
Ultram,Pain,8.0,44.0,10.0,"[('year', 4), ('old', 2), ('went', 2), ('not', 2), ('medication', 2)]"
Ultram ER,Pain,8.0,8.0,3.0,"[('hair', 15), ('nit', 12), ('louse', 10), ('sklice', 9), ('no', 9)]"
Ultram ODT,Chronic Pain,10.0,0.0,1.0,"[('soolantra', 24), ('skin', 15), ('face', 14), ('year', 12), ('week', 12)]"
Umeclidinium,"COPD, Maintenance",9.5,1.0,1.0,"[('third', 4), ('stromectol', 3), ('skin', 3), ('round', 2), ('condition', 2)]"
Umeclidinium / vilanterol,COPD,10.0,3.0,1.0,"[('taltz', 17), ('psoriasis', 9), ('year', 9), ('skin', 8), ('week', 8)]"
Unasyn,Urinary Tract Infection,7.0,0.0,1.0,"[('count', 3), ('jakafi', 2), ('cell', 2), ('post', 1), ('essential', 1)]"
Undecylenic acid,Tinea Pedis,6.0,2.0,1.0,"[('night', 5), ('jalyn', 4), ('month', 4), ('pain', 4), ('experienced', 3)]"
Unisom SleepGels,Insomnia,1.0,1.0,0.0,"[('janumet', 7), ('month', 6), ('day', 5), ('metformin', 5), ('year', 4)]"
Unisom SleepTabs,Insomnia,2.0,9.0,1.0,"[('januvia', 13), ('day', 13), ('sugar', 11), ('mg', 8), ('doctor', 6)]"
Univasc,High Blood Pressure,8.0,1.0,0.0,"[('jardiance', 10), ('side', 8), ('not', 7), ('week', 6), ('sugar', 6)]"
Uptravi,Pulmonary Hypertension,3.5,2.0,0.0,"[('month', 8), ('no', 4), ('period', 4), ('spotting', 3), ('day', 3)]"
Urea,Dry Skin,10.0,3.0,2.0,"[('medicine', 2), (',one', 1), ('week', 1), ('brought', 1), ('fasting', 1)]"
Uribel,Urinary Tract Infection,6.5,2.0,0.0,"[('period', 6), ('month', 4), ('day', 3), ('heavy', 3), ('cramping', 3)]"
Uricalm,Dysuria,10.0,4.0,1.0,"[('period', 30), ('jolessa', 18), ('month', 17), ('week', 15), ('get', 13)]"
Urispas,Dysuria,10.0,1.0,0.0,"[('doctor', 3), ('placebo', 3), ('day', 3), ('started', 2), ('endometriosis', 2)]"
Uristat,Interstitial Cystitis,10.0,1.0,1.0,"[('period', 22), ('pill', 16), ('week', 16), ('jolivette', 14), ('month', 14)]"
Uroxatral,Benign Prostatic Hyperplasia,6.0,1.0,0.0,"[('month', 3), ('two', 3), ('longer', 1), ('take', 1), ('bleed', 1)]"
Urso,Biliary Cirrhosis,10.0,1.0,0.0,"[('nail', 42), ('month', 32), ('jublia', 30), ('toe', 28), ('fungus', 21)]"
Ursodiol,Biliary Cirrhosis,8.5,4.0,2.0,"[('month', 8), ('junel', 4), ('acne', 3), ('pill', 3), ('never', 2)]"
Ustekinumab,Psoriasis,9.0,19.0,8.0,"[('period', 8), ('day', 7), ('started', 4), ('birth', 4), ('control', 4)]"
VESIcare,Overactive Bladde,7.0,22.0,5.0,"[('month', 4), ('skin', 4), ('clear', 4), ('acne', 4), ('period', 3)]"
Vagifem,Atrophic Vaginitis,4.5,4.0,0.0,"[('period', 55), ('pill', 51), ('month', 49), ('not', 39), ('year', 34)]"
Vagistat-1,Vaginal Yeast Infection,1.0,2.0,1.0,"[('pill', 2), ('suffering', 1), ('endometriosis', 1), ('year', 1), ('low', 1)]"
Valacyclovir,Cold Sores,10.0,49.0,11.0,"[('day', 7), ('not', 5), ('taking', 5), ('bleeding', 4), ('even', 4)]"
Valerian,Insomnia,1.0,1.0,0.0,"[('pill', 2), ('period', 2), ('always', 2), ('towel', 2), ('tampon', 2)]"
Valium,Anxiety,10.0,27.0,14.0,"[('birth', 3), ('control', 3), ('one', 2), ('pharmacy', 1), ('ended', 1)]"
Valproic acid,Bipolar Disorde,6.0,7.0,5.0,"[('sex', 2), ('hated', 1), ('junel', 1), ('fe', 1), ('horrible', 1)]"
Valsartan,High Blood Pressure,6.0,7.0,7.0,"[('pill', 21), ('month', 10), ('week', 9), ('period', 9), ('skin', 9)]"
Valtrex,Cold Sores,10.0,41.0,7.0,"[('fe', 2), ('month', 2), ('lo', 2), ('loestrin', 2), ('another', 2)]"
Valturna,High Blood Pressure,1.0,1.0,0.0,"[('mg', 3), ('night', 3), ('day', 3), ('m', 3), ('level', 2)]"
Vancomycin,Bacterial Infection,9.5,4.0,2.0,"[('pain', 15), ('kadian', 14), ('back', 8), ('mg', 8), ('day', 7)]"
Vandazole,Bacterial Vaginitis,9.0,0.0,1.0,"[('icu', 1), ('denver', 1), ('hospital', 1), ('saved', 1), ('life', 1)]"
Vaniqa,Hirsutism,9.0,18.0,2.0,"[('undetectable', 1), ('long', 1), ('time', 1)]"
Vanoxide-HC,Acne,10.0,1.0,0.0,"[('year', 4), ('old', 2), ('went', 2), ('not', 2), ('medication', 2)]"
Vanspar,Anxiety,2.0,0.0,1.0,"[('dexilant', 3), ('nexium', 3), ('year', 2), ('work', 2), ('medication', 2)]"
Vantin,Pneumonia,8.0,1.0,0.0,"[('day', 4), ('work', 3), ('mg', 3), ('gerd', 3), ('not', 3)]"
Vardenafil,Erectile Dysfunction,9.0,29.0,6.0,"[('started', 6), ('stimulant', 5), ('kapvay', 5), ('tried', 4), ('made', 4)]"
Varenicline,Smoking Cessation,10.0,192.0,102.0,"[('month', 20), ('period', 19), ('birth', 18), ('control', 18), ('kariva', 16)]"
Vascepa,Hypertriglyceridemia,10.0,5.0,1.0,"[('pill', 3), ('migraine', 2), ('great', 2), ('nothing', 2), ('no', 2)]"
Vasotec,Left Ventricular Dysfunction,9.0,1.0,0.0,"[('kava', 6), ('sleep', 4), ('heart', 4), ('go', 3), ('effect', 2)]"
Vectibix,Colorectal Cance,1.0,1.0,0.0,"[('infection', 3), ('work', 3), ('urine', 2), ('no', 2), ('keflex', 2)]"
Vectical,Psoriasis,5.0,0.0,1.0,"[('keflex', 3), ('dr', 3), ('bladder', 2), ('infection', 2), ('no', 2)]"
Vedolizumab,Ulcerative Colitis,5.0,4.0,0.0,"[('day', 3), ('bad', 2), ('kidney', 2), ('infection', 2), ('take', 2)]"
Velivet,Birth Control,5.0,6.0,2.0,"[('day', 10), ('keflex', 6), ('pain', 6), ('got', 5), ('leg', 4)]"
Veltin,Acne,8.0,4.0,3.0,"[('yr', 2), ('recently', 2), ('doc', 2), ('get', 2), ('keflex', 1)]"
Venlafaxine,Depression,8.0,259.0,60.0,"[('worked', 1), ('great', 1), ('improved', 1), ('vision', 1)]"
Venofer,Iron Deficiency Anemia,10.0,0.0,1.0,"[('medicine', 1), ('great', 1), ('no', 1), ('side', 1), ('effect', 1)]"
Ventolin,"Asthma, Maintenance",6.5,2.0,0.0,"[('good', 1), ('itching', 1), ('discoloration', 1), ('helped', 1), ('much,benefit', 1)]"
Ventolin HFA,"COPD, Maintenance",9.0,1.0,4.0,"[('month', 4), ('hair', 4), ('alopecia', 2), ('getting', 1), ('kenalog', 1)]"
Veramyst,Rhinitis,10.0,3.0,1.0,"[('allergy', 3), ('work', 2), ('shot', 2), ('dealt', 1), ('life', 1)]"
Verapamil,Migraine Prevention,9.0,18.0,9.0,"[('dermatologist', 2), ('drug', 2), ('man', 2), ('quality', 1), ('life', 1)]"
Versed,Light Anesthesia,7.5,4.0,2.0,"[('injection', 3), ('knee', 2), ('due', 2), ('pain', 2), ('osteoarthritis', 1)]"
Vestura,Menstrual Disorders,4.0,1.0,0.0,"[('allergy', 5), ('arthritis', 4), ('year', 4), ('rheumatoid', 3), ('shot', 3)]"
Viagra,Erectile Dysfunction,9.0,25.0,17.0,"[('pain', 4), ('went', 4), ('injection', 3), ('three', 2), ('lower', 2)]"
Viberzi,Irritable Bowel Syndrome,9.0,30.0,4.0,"[('started', 1), ('taking', 1), ('keppra', 1), ('xr', 1), ('week', 1)]"
Vibramycin,Urinary Tract Infection,5.0,3.0,0.0,"[('seizure', 20), ('keppra', 19), ('year', 14), ('back', 7), ('medication', 7)]"
Vicks Sinex 12-Hour Decongestant Nasal Spray,Nasal Congestion,10.0,0.0,1.0,"[('migraine', 2), ('year', 2), ('keep', 2), ('chronic', 1), ('hyper', 1)]"
Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,9.0,2.0,0.0,"[('keppra', 37), ('seizure', 36), ('mg', 20), ('month', 16), ('year', 15)]"
Vicodin,Pain,9.0,25.0,4.0,"[('seizure', 8), ('still', 4), ('medication', 4), ('keppra', 4), ('epilepsy', 3)]"
Vicodin ES,Back Pain,9.5,4.0,0.0,"[('kerafoam', 1), ('worked', 1), ('well', 1), ('dry', 1), ('skin', 1)]"
Vicodin HP,Pain,6.0,1.0,0.0,"[('year', 6), ('toenail', 5), ('month', 5), ('nail', 5), ('not', 5)]"
Vicoprofen,Pain,9.0,8.0,1.0,"[('pain', 8), ('time', 5), ('eye', 4), ('thing', 4), ('ketamine', 4)]"
Victoza,"Diabetes, Type 2",9.0,90.0,30.0,"[('mg', 5), ('pain', 4), ('level', 3), ('oral', 2), ('ketamine', 2)]"
Vidaza,Myelodysplastic Syndrome,3.5,2.0,0.0,"[('rash', 2), ('st', 1), ('application', 1), ('xelogel', 1), ('burned', 1)]"
Vienva,Birth Control,2.0,1.0,0.0,"[('symptom', 2), ('toenail', 2), ('cleared', 2), ('took', 1), ('nizoral', 1)]"
Vigamox,Ophthalmic Surgery,10.0,2.0,0.0,"[('not', 2), ('day', 2), ('itching', 2), ('scalp', 2), ('gunk', 2)]"
Viibryd,Depression,7.0,107.0,28.0,"[('effective', 1), ('tinea', 1), ('versicolor', 1), ('treated', 1), ('inside', 1)]"
Vilazodone,Depression,8.0,101.0,26.0,"[('infection', 4), ('yeast', 2), ('using', 1), ('treatment', 1), ('skin', 1)]"
Vimovo,Rheumatoid Arthritis,10.0,3.0,1.0,"[('mg', 2), ('medicine', 2), ('swelling', 2), ('get', 2), ('like', 2)]"
Vimpat,Seizures,8.0,21.0,5.0,"[('pain', 5), ('best', 2), ('muscle', 2), ('back', 1), ('absolutely', 1)]"
Viorele,Birth Control,3.0,7.0,1.0,"[('used', 2), ('surgery', 2), ('second', 1), ('cataract', 1), ('no', 1)]"
Viread,Hepatitis B,9.0,2.0,0.0,"[('pain', 75), ('toradol', 33), ('migraine', 33), ('shot', 21), ('not', 21)]"
VisRx Dose Pack,Sinus Symptoms,9.0,1.0,0.0,"[('dosage', 4), ('normal', 3), ('doctor', 2), ('acular', 2), ('l', 2)]"
Visine Totality Multi-Symptom Relief,Eye Redness/Itching,1.5,2.0,0.0,"[('pain', 8), ('toradol', 7), ('surgery', 5), ('hospital', 4), ('day', 3)]"
Visine-A,Eye Redness/Itching,9.0,0.0,1.0,"[('eye', 4), ('drop', 2), ('surgery', 2), ('prescribed', 1), ('along', 1)]"
Vistaril,Anxiety,8.0,26.0,8.0,"[('no', 3), ('experience', 1), ('medication', 1), ('work', 1), ('others', 1)]"
Vitafol Ultra,Vitamin/Mineral Supplementation during Pregnancy/Lactation,10.0,1.0,0.0,"[('drug', 3), ('melanoma', 3), ('side', 3), ('effect', 3), ('week', 2)]"
Vitamin B12,Vitamin B12 Deficiency,10.0,1.0,2.0,"[('drug', 3), ('not', 2), ('cancer', 2), ('requirement', 1), ('pd', 1)]"
Vitamin B2,Migraine Prevention,9.0,0.0,1.0,"[('hurt', 2), ('warm', 2), ('kineret', 1), ('work', 1), ('great', 1)]"
